"","Gender","SeniorCitizen","Tenure","MultipleLines","InternetService","OnlineBackup","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","Churn"
"5632","Male","No","FALSE","No","DSL","No","No","No","Month-to-month","No","Mailed check","No"
"1366","Male","No","TRUE","No","DSL","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"4153","Male","No","TRUE","Yes","DSL","No","No","Yes","Two year","No","Bank transfer (automatic)","No"
"6860","Female","No","TRUE","Yes","Fiber optic","Yes","Yes","Yes","Two year","No","Mailed check","No"
"3140","Male","No","FALSE","No","DSL","No","No","No","Month-to-month","No","Bank transfer (automatic)","Yes"
"1086","Female","Yes","TRUE","No","Fiber optic","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"298","Male","Yes","TRUE","Yes","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"2601","Female","No","FALSE","No","Fiber optic","No","No","No","Month-to-month","No","Electronic check","No"
"5912","Male","No","FALSE","No","DSL","Yes","No","No","Month-to-month","No","Mailed check","No"
"1656","Female","No","FALSE","No","DSL","No","No","No","Month-to-month","No","Mailed check","Yes"
"4442","Male","No","TRUE","No","No","No","No","No","Two year","No","Electronic check","No"
"3788","Female","No","TRUE","No","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"2385","Male","Yes","TRUE","Yes","Fiber optic","No","No","Yes","Month-to-month","Yes","Credit card (automatic)","No"
"466","Male","No","TRUE","No","DSL","No","No","Yes","Two year","Yes","Mailed check","No"
"4433","Male","No","TRUE","No","DSL","Yes","No","No","Two year","Yes","Mailed check","No"
"607","Male","No","TRUE","No","DSL","No","Yes","Yes","Two year","No","Credit card (automatic)","No"
"4223","Male","No","TRUE","No","Fiber optic","Yes","Yes","Yes","One year","No","Credit card (automatic)","No"
"3664","Female","No","FALSE","No","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Mailed check","No"
"2044","Male","Yes","TRUE","No","Fiber optic","No","No","No","Month-to-month","No","Electronic check","No"
"1893","Male","Yes","FALSE","No","DSL","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","No"
"5796","Male","No","TRUE","Yes","Fiber optic","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"1929","Female","No","TRUE","No","No","No","No","No","Month-to-month","Yes","Mailed check","Yes"
"5932","Male","Yes","TRUE","No","Fiber optic","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"6239","Male","Yes","TRUE","Yes","Fiber optic","No","No","No","Month-to-month","No","Bank transfer (automatic)","No"
"650","Male","Yes","TRUE","No","Fiber optic","No","No","No","Month-to-month","No","Credit card (automatic)","No"
"1107","Female","No","TRUE","Yes","Fiber optic","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)","No"
"3116","Female","No","TRUE","Yes","Fiber optic","Yes","No","No","Month-to-month","Yes","Electronic check","Yes"
"278","Male","Yes","TRUE","No","DSL","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","No"
"5552","Male","No","TRUE","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","No"
"1315","Female","No","TRUE","Yes","Fiber optic","Yes","No","No","One year","Yes","Electronic check","Yes"
"3384","Male","No","FALSE","Yes","Fiber optic","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"1413","Female","No","TRUE","No","Fiber optic","No","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"3925","Female","No","TRUE","Yes","Fiber optic","No","No","Yes","One year","Yes","Mailed check","Yes"
"1848","Female","No","TRUE","No","No","No","No","No","Two year","No","Credit card (automatic)","No"
"1769","Female","No","TRUE","No","DSL","No","No","Yes","One year","No","Credit card (automatic)","No"
"2300","Female","No","TRUE","No","DSL","Yes","No","No","Two year","No","Credit card (automatic)","No"
"5797","Female","No","TRUE","No","DSL","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No"
"467","Male","Yes","TRUE","Yes","Fiber optic","No","Yes","Yes","Two year","No","Electronic check","No"
"2642","Female","Yes","FALSE","No","DSL","Yes","No","No","Month-to-month","No","Credit card (automatic)","No"
"6579","Female","No","FALSE","Yes","DSL","No","No","Yes","One year","No","Credit card (automatic)","No"
"2890","Male","No","TRUE","No","DSL","Yes","Yes","No","One year","No","Mailed check","No"
"6555","Female","No","FALSE","No","Fiber optic","No","No","No","Month-to-month","No","Electronic check","Yes"
"4637","Male","No","TRUE","No","No","No","No","No","One year","No","Bank transfer (automatic)","No"
"1028","Female","No","TRUE","Yes","Fiber optic","No","Yes","No","One year","No","Credit card (automatic)","No"
"1586","Male","No","TRUE","Yes","DSL","No","Yes","Yes","One year","No","Credit card (automatic)","No"
"4001","Female","Yes","TRUE","Yes","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"158","Male","No","TRUE","No","No","No","No","No","One year","No","Mailed check","No"
"4323","Female","No","FALSE","No","Fiber optic","No","No","No","Month-to-month","Yes","Electronic check","No"
"3086","Male","No","FALSE","Yes","Fiber optic","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"3916","Female","No","TRUE","No","Fiber optic","No","No","No","One year","Yes","Credit card (automatic)","No"
"3253","Male","No","TRUE","Yes","DSL","No","No","No","One year","Yes","Mailed check","No"
"5866","Female","No","FALSE","No","No","No","No","No","Month-to-month","No","Mailed check","No"
"6911","Male","No","TRUE","Yes","Fiber optic","Yes","Yes","Yes","Two year","Yes","Electronic check","No"
"1440","Female","Yes","FALSE","No","Fiber optic","No","No","No","Month-to-month","Yes","Credit card (automatic)","Yes"
"6957","Male","Yes","TRUE","Yes","DSL","Yes","No","No","Two year","Yes","Bank transfer (automatic)","No"
"987","Female","No","TRUE","No","DSL","No","No","No","Month-to-month","No","Bank transfer (automatic)","No"
"1861","Male","No","TRUE","No","No","No","No","No","Two year","No","Mailed check","No"
"3458","Female","No","FALSE","No","No","No","No","No","Month-to-month","Yes","Mailed check","No"
"4301","Female","No","TRUE","Yes","No","No","No","No","One year","No","Bank transfer (automatic)","No"
"570","Female","No","FALSE","No","DSL","Yes","No","No","One year","Yes","Credit card (automatic)","No"
"4045","Female","No","TRUE","Yes","DSL","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"1044","Male","No","TRUE","No","Fiber optic","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"1175","Female","No","TRUE","Yes","DSL","Yes","No","No","One year","Yes","Mailed check","No"
"2255","Male","Yes","TRUE","Yes","Fiber optic","Yes","No","No","Two year","Yes","Bank transfer (automatic)","No"
"3462","Female","No","TRUE","No","DSL","Yes","No","No","Month-to-month","No","Electronic check","No"
"509","Female","No","FALSE","Yes","Fiber optic","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"6536","Male","No","TRUE","No","Fiber optic","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","Yes"
"1749","Female","No","TRUE","No","No","No","No","No","Two year","No","Credit card (automatic)","No"
"6546","Female","No","FALSE","No","DSL","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"2948","Male","No","TRUE","No","Fiber optic","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)","No"
"3729","Male","No","TRUE","Yes","DSL","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","No"
"1546","Male","No","TRUE","Yes","Fiber optic","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"4173","Female","No","FALSE","No","No","No","No","No","Month-to-month","No","Mailed check","No"
"1869","Male","No","FALSE","No","DSL","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"5961","Female","Yes","TRUE","Yes","Fiber optic","No","Yes","No","One year","No","Electronic check","No"
"1118","Male","No","TRUE","Yes","Fiber optic","No","No","Yes","Two year","Yes","Credit card (automatic)","No"
"663","Male","No","FALSE","No","No","No","No","No","Month-to-month","No","Mailed check","No"
"477","Male","Yes","TRUE","No","DSL","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"4776","Female","No","TRUE","No","Fiber optic","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","Yes"
"3092","Female","No","FALSE","No","No","No","No","No","One year","No","Bank transfer (automatic)","No"
"6189","Male","No","TRUE","No","No","No","No","No","Month-to-month","No","Mailed check","No"
"1871","Male","No","FALSE","No","DSL","No","No","No","Month-to-month","Yes","Mailed check","No"
"6160","Female","No","FALSE","No","No","No","No","No","One year","No","Bank transfer (automatic)","No"
"1461","Male","No","FALSE","Yes","Fiber optic","Yes","No","No","Month-to-month","Yes","Electronic check","Yes"
"1181","Male","No","TRUE","No","DSL","No","No","No","Two year","Yes","Bank transfer (automatic)","No"
"6200","Male","Yes","TRUE","No","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Mailed check","Yes"
"5693","Male","No","FALSE","No","DSL","Yes","No","No","Month-to-month","No","Mailed check","No"
"6688","Female","Yes","FALSE","Yes","Fiber optic","No","No","No","Month-to-month","No","Electronic check","Yes"
"2041","Male","No","TRUE","Yes","DSL","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)","No"
"4858","Female","No","TRUE","No","DSL","No","No","No","Month-to-month","No","Credit card (automatic)","No"
"6889","Female","No","FALSE","No","Fiber optic","No","Yes","No","Month-to-month","Yes","Electronic check","No"
"3401","Male","No","TRUE","Yes","Fiber optic","No","Yes","No","Month-to-month","No","Bank transfer (automatic)","No"
"5535","Male","No","TRUE","Yes","Fiber optic","No","No","No","Month-to-month","No","Electronic check","No"
"6441","Female","No","TRUE","Yes","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"7015","Male","No","TRUE","Yes","Fiber optic","Yes","Yes","No","Month-to-month","Yes","Electronic check","No"
"1484","Female","No","TRUE","No","DSL","Yes","No","Yes","One year","Yes","Credit card (automatic)","No"
"3997","Male","No","TRUE","No","No","No","No","No","Two year","No","Mailed check","No"
"397","Male","Yes","TRUE","Yes","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","No"
"6490","Male","No","FALSE","No","No","No","No","No","Month-to-month","Yes","Mailed check","Yes"
"1910","Male","No","FALSE","No","No","No","No","No","One year","No","Mailed check","No"
"4364","Female","No","TRUE","Yes","Fiber optic","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"535","Female","No","FALSE","Yes","Fiber optic","No","No","Yes","Month-to-month","Yes","Electronic check","Yes"
"2376","Female","Yes","TRUE","No","Fiber optic","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"4360","Female","No","TRUE","Yes","Fiber optic","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","No"
"5564","Female","No","FALSE","No","No","No","No","No","Month-to-month","No","Mailed check","No"
"932","Male","No","TRUE","No","Fiber optic","Yes","No","No","Two year","No","Bank transfer (automatic)","No"
"5678","Male","No","TRUE","No","Fiber optic","Yes","No","No","One year","No","Electronic check","No"
"3178","Male","No","TRUE","No","DSL","No","Yes","No","Two year","No","Mailed check","No"
"1932","Female","No","TRUE","Yes","Fiber optic","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","No"
"6220","Female","Yes","FALSE","No","DSL","No","No","No","Month-to-month","Yes","Mailed check","Yes"
"6983","Female","No","TRUE","No","DSL","Yes","No","Yes","Two year","Yes","Electronic check","No"
"525","Male","No","TRUE","Yes","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"1934","Male","No","TRUE","No","No","No","No","No","One year","Yes","Mailed check","No"
"2839","Female","No","TRUE","No","No","No","No","No","Two year","No","Mailed check","No"
"5925","Male","No","TRUE","No","No","No","No","No","Two year","No","Credit card (automatic)","No"
"3069","Male","No","TRUE","Yes","Fiber optic","Yes","No","Yes","One year","Yes","Credit card (automatic)","No"
"5994","Male","No","FALSE","No","Fiber optic","Yes","No","No","Month-to-month","No","Electronic check","No"
"2934","Male","No","TRUE","Yes","No","No","No","No","Two year","Yes","Bank transfer (automatic)","No"
"2128","Male","No","TRUE","No","DSL","Yes","No","No","One year","Yes","Electronic check","Yes"
"6642","Female","No","TRUE","No","DSL","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"919","Female","No","TRUE","Yes","Fiber optic","No","No","No","Month-to-month","Yes","Electronic check","No"
"3960","Male","No","TRUE","No","DSL","No","No","Yes","One year","Yes","Bank transfer (automatic)","No"
"5973","Female","Yes","TRUE","Yes","DSL","No","No","No","Month-to-month","No","Credit card (automatic)","Yes"
"3995","Female","Yes","TRUE","Yes","Fiber optic","Yes","Yes","Yes","One year","Yes","Credit card (automatic)","Yes"
"2221","Male","No","TRUE","No","DSL","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"708","Male","Yes","TRUE","Yes","Fiber optic","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","No"
"63","Male","No","TRUE","No","DSL","Yes","No","No","Two year","No","Bank transfer (automatic)","No"
"6100","Female","No","TRUE","Yes","No","No","No","No","Two year","No","Bank transfer (automatic)","No"
"3161","Female","No","TRUE","No","DSL","Yes","No","No","Two year","No","Bank transfer (automatic)","No"
"1534","Female","No","TRUE","No","Fiber optic","No","No","No","Month-to-month","No","Electronic check","Yes"
"3993","Female","No","TRUE","Yes","DSL","Yes","Yes","Yes","Two year","No","Mailed check","No"
"5604","Female","No","FALSE","No","DSL","No","No","No","Month-to-month","Yes","Credit card (automatic)","Yes"
"4486","Male","No","TRUE","Yes","DSL","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)","No"
"2469","Male","No","FALSE","No","DSL","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"5071","Male","No","TRUE","No","Fiber optic","No","Yes","No","One year","Yes","Electronic check","Yes"
"5668","Female","No","FALSE","No","No","No","No","No","Month-to-month","No","Electronic check","No"
"1646","Female","Yes","TRUE","Yes","Fiber optic","No","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"5401","Female","No","TRUE","No","Fiber optic","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"5996","Male","No","TRUE","No","Fiber optic","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)","No"
"3603","Female","No","TRUE","Yes","DSL","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"1225","Male","No","FALSE","No","DSL","No","No","No","Month-to-month","Yes","Mailed check","Yes"
"872","Male","No","TRUE","No","Fiber optic","Yes","Yes","Yes","One year","Yes","Credit card (automatic)","No"
"263","Male","Yes","TRUE","Yes","Fiber optic","Yes","No","Yes","Month-to-month","Yes","Electronic check","No"
"2048","Male","No","FALSE","No","DSL","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"4530","Male","Yes","FALSE","No","DSL","No","No","No","Month-to-month","No","Mailed check","No"
"5702","Female","No","TRUE","No","DSL","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)","No"
"1628","Male","No","FALSE","No","Fiber optic","Yes","No","No","Month-to-month","Yes","Mailed check","No"
"6242","Male","No","FALSE","No","DSL","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"4401","Female","No","FALSE","No","DSL","No","No","No","Month-to-month","Yes","Electronic check","No"
"4025","Female","No","FALSE","No","DSL","No","No","No","Month-to-month","No","Bank transfer (automatic)","No"
"90","Male","No","TRUE","No","DSL","No","Yes","No","Month-to-month","No","Mailed check","No"
"5437","Female","No","FALSE","No","DSL","No","No","No","Month-to-month","No","Electronic check","No"
"6636","Male","No","TRUE","No","No","No","No","No","One year","No","Mailed check","No"
"4071","Male","Yes","TRUE","Yes","Fiber optic","No","No","No","Month-to-month","Yes","Electronic check","No"
"2783","Male","No","TRUE","Yes","DSL","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"2401","Female","No","FALSE","No","Fiber optic","No","No","Yes","Month-to-month","No","Bank transfer (automatic)","No"
"4915","Female","No","TRUE","Yes","DSL","Yes","Yes","No","Two year","No","Mailed check","No"
"1917","Female","No","TRUE","Yes","Fiber optic","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"1275","Female","No","TRUE","Yes","Fiber optic","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"2965","Male","No","TRUE","Yes","DSL","No","No","No","One year","Yes","Electronic check","No"
"35","Male","Yes","FALSE","No","DSL","No","No","No","Month-to-month","No","Bank transfer (automatic)","No"
"3322","Female","No","TRUE","Yes","No","No","No","No","Two year","No","Mailed check","No"
"5684","Female","No","TRUE","No","DSL","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"1313","Male","No","TRUE","Yes","DSL","No","No","Yes","One year","Yes","Bank transfer (automatic)","No"
"4176","Male","No","TRUE","No","No","No","No","No","One year","No","Mailed check","No"
"579","Male","Yes","TRUE","Yes","Fiber optic","Yes","No","Yes","Month-to-month","Yes","Electronic check","No"
"1662","Female","Yes","TRUE","Yes","Fiber optic","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","No"
"5493","Female","No","TRUE","Yes","No","No","No","No","Two year","Yes","Bank transfer (automatic)","No"
"5384","Male","No","TRUE","Yes","Fiber optic","No","No","Yes","Month-to-month","Yes","Electronic check","Yes"
"5214","Female","Yes","TRUE","Yes","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"2699","Male","No","FALSE","No","No","No","No","No","Month-to-month","No","Mailed check","No"
"1486","Male","Yes","TRUE","Yes","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"5182","Male","No","TRUE","Yes","DSL","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No"
"6648","Female","No","TRUE","No","DSL","No","Yes","Yes","Two year","No","Credit card (automatic)","No"
"2074","Male","No","TRUE","No","No","No","No","No","Month-to-month","No","Mailed check","No"
"4456","Female","No","FALSE","No","DSL","No","No","No","Month-to-month","Yes","Mailed check","Yes"
"4114","Male","No","TRUE","No","No","No","No","No","One year","Yes","Credit card (automatic)","No"
"5197","Female","Yes","TRUE","Yes","Fiber optic","Yes","Yes","Yes","One year","No","Bank transfer (automatic)","No"
"2114","Male","No","TRUE","Yes","Fiber optic","Yes","No","Yes","One year","Yes","Credit card (automatic)","No"
"5217","Female","No","TRUE","No","DSL","Yes","No","No","One year","No","Mailed check","Yes"
